Total Sequences	3249
Alignment Model	Unspecified
Alignment Reference Sequence	(none)
All gap sequences	1
Average number of comparable positions	112
Average sequence length (model position only)	113

Sequence Id	Start position	End position
2090	349	454
2091	347	454
2092	328	454
2093	347	454
2094	354	454
2095	328	454
2096	331	454
2097	348	454
2098	347	454
2099	343	454
2100	331	454
2101	347	454
2102	348	454
2103	353	454
2104	328	454
2105	344	454
2106	354	454
2107	326	454
2108	331	454
2109	348	454
2110	329	454
2111	349	454
2112	354	454
2113	348	454
2114	353	454
2115	348	454
2116	347	454
2117	353	454
2118	331	454
2119	348	454
2120	330	454
2121	330	454
2122	353	454
2123	331	454
2124	347	454
2125	348	454
2126	346	454
2127	353	454
2128	330	454
2129	331	454
2130	348	454
2131	353	454
2132	347	454
2133	348	454
2134	348	454
2135	348	454
2136	347	454
2137	349	454
2138	348	454
2139	331	454
2140	331	454
2141	350	454
2142	334	454
2143	348	454
2144	346	454
2145	351	454
2146	348	454
2147	353	454
2148	348	454
2149	328	454
2150	113	1370
2151	348	454
2152	348	454
2153	331	454
2154	349	454
2155	348	454
2156	346	454
2157	355	454
2158	331	454
2159	346	454
2160	347	454
2161	329	454
2162	350	454
2163	333	454
2164	329	454
2165	343	454
2166	329	454
2167	347	454
2168	331	454
2169	348	454
2170	331	454
2171	328	454
2172	348	454
2173	354	454
2174	347	454
2175	329	454
2176	348	454
2177	343	454
2178	331	454
2179	348	454
2180	348	454
2181	348	454
2182	347	454
2183	324	454
2184	342	454
2185	348	454
2186	350	454
2187	328	454
2188	331	454
2189	348	454
2190	354	454
2191	328	454
2192	326	454
2193	347	454
2194	348	454
2195	328	454
2196	349	454
2197	328	454
2198	353	454
2199	350	454
2200	348	454
2201	342	454
2202	328	454
2203	355	454
2204	348	454
2205	346	454
2206	348	454
2207	329	454
2208	348	454
2209	353	454
2210	346	454
2211	327	454
2212	328	454
2213	348	454
2214	355	454
2215	329	454
2216	348	454
2217	354	454
2218	331	454
2219	348	454
2220	343	454
2221	348	454
2222	348	454
2223	350	454
2224	329	454
2225	331	454
2226	347	454
2227	1332	1371
2228	353	454
2229	331	454
2230	327	454
2231	350	454
2232	329	454
2233	349	454
2234	347	454
2235	345	454
2236	353	454
2237	349	454
2238	345	454
2239	331	454
2240	350	454
2241	330	454
2242	331	454
2243	354	454
2244	347	454
2245	347	454
2246	348	454
2247	357	454
2248	348	454
2249	327	454
2250	351	454
2251	349	454
2252	347	454
2253	347	454
2254	354	454
2255	331	454
2256	348	454
2257	328	454
2258	348	454
2259	347	454
2260	329	454
2261	331	454
2262	348	454
2263	351	454
2264	349	454
2265	349	454
2266	348	454
2267	348	454
2268	353	454
2269	347	454
2270	348	454
2271	354	454
2272	356	454
2273	347	454
2274	354	454
2275	348	454
2276	353	454
2277	348	454
2278	354	454
2279	330	454
2280	327	454
2281	348	454
2282	350	454
2283	329	454
2284	348	454
2285	329	454
2286	349	454
2287	348	454
2288	346	454
2289	348	454
2290	327	454
2291	352	454
2292	328	454
2293	347	454
2294	354	454
2295	333	454
2296	327	454
2297	345	454
2298	347	454
2299	350	454
2300	328	454
2301	346	454
2302	342	454
2303	353	454
2304	348	454
2305	342	454
2306	353	454
2307	328	454
2308	351	454
2309	327	454
2310	328	454
2311	328	454
2312	348	454
2313	347	454
2314	354	454
2315	348	454
2316	348	454
2317	348	454
2318	349	454
2319	354	454
2320	350	454
2321	328	454
2322	330	454
2323	346	454
2324	328	454
2325	1341	1370
2326	346	454
2327	348	454
2328	345	454
2329	348	454
2330	330	454
2331	343	454
2332	328	454
2333	331	454
2334	328	454
2335	349	454
2336	327	454
2337	328	454
2338	333	454
2339	348	454
2340	354	454
2341	348	454
2342	331	454
2343	356	454
2344	348	454
2345	353	454
2346	348	454
2347	349	454
2348	348	454
2349	348	454
2350	331	454
2351	348	454
2352	350	454
2353	348	454
2354	348	454
2355	328	454
2356	331	454
2357	345	454
2358	329	454
2359	328	454
2360	328	454
2361	330	454
2362	348	454
2363	348	454
2364	327	454
2365	353	454
2366	329	454
2367	331	454
2368	348	454
2369	353	454
2370	353	454
2371	354	454
2372	329	454
2373	330	454
2374	328	454
2375	327	454
2376	349	454
2377	348	454
2378	348	454
2379	329	454
2380	349	454
2381	349	454
2382	348	454
2383	348	454
2384	353	454
2385	326	454
2386	348	454
2387	347	454
2388	348	454
2389	328	454
2390	346	454
2391	329	454
2392	348	454
2393	327	454
2394	328	454
2395	347	454
2396	328	454
2397	328	454
2398	327	454
2399	347	454
2400	348	454
2401	354	454
2402	331	454
2403	325	454
2404	353	454
2405	348	454
2406	328	454
2407	349	454
2408	330	454
2409	354	454
2410	348	454
2411	348	454
2412	331	454
2413	328	454
2414	348	454
2415	328	454
2416	354	454
2417	348	454
2418	328	454
2419	329	454
2420	347	454
2421	353	454
2422	328	454
2423	330	454
2424	348	454
2425	331	454
2426	348	454
2427	347	454
2428	328	454
2429	348	454
2430	331	454
2431	329	454
2432	348	454
2433	343	454
2434	327	454
2435	347	454
2436	348	454
2437	346	454
2438	354	454
2439	348	454
2440	329	454
2441	328	454
2442	346	454
2443	346	454
2444	331	454
2445	349	454
2446	353	454
2447	329	454
2448	354	454
2449	338	454
2450	346	454
2451	354	454
2452	329	454
2453	353	454
2454	354	454
2455	343	454
2456	330	454
2457	348	454
2458	348	454
2459	353	454
2460	349	454
2461	328	454
2462	349	454
2463	345	454
2464	331	454
2465	348	454
2466	327	454
2467	347	454
2468	346	454
2469	348	454
2470	347	454
2471	348	454
2472	345	454
2473	352	454
2474	349	454
2475	348	454
2476	329	454
2477	328	454
2478	327	454
2479	348	454
2480	328	454
2481	345	454
2482	350	454
2483	347	454
2484	325	454
2485	328	454
2486	348	454
2487	328	454
2488	331	454
2489	348	454
2490	328	454
2491	331	454
2492	348	454
2493	349	454
2494	331	454
2495	331	454
2496	342	454
2497	348	454
2498	349	454
2499	348	454
2500	331	454
2501	353	454
2502	354	454
2503	328	454
2504	348	454
2505	347	454
2506	348	454
2507	348	454
2508	348	454
2509	330	454
2510	331	454
2511	328	454
2512	348	454
2513	354	454
2514	329	454
2515	331	454
2516	348	454
2517	329	454
2518	330	454
2519	353	454
2520	329	454
2521	342	454
2522	354	454
2523	346	454
2524	354	454
2525	351	454
2526	328	454
2527	353	454
2528	329	454
2529	349	454
2530	327	454
2531	328	454
2532	348	454
2533	348	454
2534	348	454
2535	348	454
2536	348	454
2537	349	454
2538	354	454
2539	348	454
2540	349	454
2541	327	454
2542	353	454
2543	328	454
2544	331	454
2545	327	454
2546	348	454
2547	327	454
2548	348	454
2549	331	454
2550	346	454
2551	349	454
2552	330	454
2553	350	454
2554	329	454
2555	342	454
2556	328	454
2557	354	454
2558	347	454
2559	328	454
2560	347	454
2561	331	454
2562	330	454
2563	353	454
2564	328	454
2565	348	454
2566	328	454
2567	346	454
2568	350	454
2569	328	454
2570	348	454
2571	348	454
2572	349	454
2573	347	454
2574	348	454
2575	348	454
2576	347	454
2577	347	454
2578	353	454
2579	327	454
2580	353	454
2581	348	454
2582	348	454
2583	353	454
2584	328	454
2585	328	454
2586	348	454
2587	354	454
2588	342	454
2589	332	454
2590	354	454
2591	350	454
2592	328	454
2593	348	454
2594	348	454
2595	346	454
2596	348	454
2597	348	454
2598	348	454
2599	327	454
2600	353	454
2601	330	454
2602	328	454
2603	354	454
2604	348	454
2605	347	454
2606	348	454
2607	330	454
2608	347	454
2609	347	454
2610	349	454
2611	328	454
2612	349	454
2613	341	454
2614	328	454
2615	329	454
2616	327	454
2617	326	454
2618	327	454
2619	328	454
2620	348	454
2621	330	454
2622	329	454
2623	348	454
2624	346	454
2625	335	454
2626	329	454
2627	349	454
2628	338	454
2629	347	454
2630	330	454
2631	328	454
2632	348	454
2633	346	454
2634	348	454
2635	1346	1361
2636	331	454
2637	329	454
2638	347	454
2639	328	454
2640	328	454
2641	328	454
2642	328	454
2643	348	454
2644	354	454
2645	350	454
2646	328	454
2647	348	454
2648	348	454
2649	346	454
2650	353	454
2651	353	454
2652	347	454
2653	354	454
2654	327	454
2655	353	454
2656	329	454
2657	354	454
2658	347	454
2659	329	454
2660	338	454
2661	328	454
2662	350	454
2663	354	454
2664	328	454
2665	348	454
2666	347	454
2667	328	454
2668	329	454
2669	328	454
2670	329	454
2671	347	454
2672	354	454
2673	328	454
2674	348	454
2675	328	454
2676	349	454
2677	348	454
2678	349	454
2679	331	454
2680	330	454
2681	331	454
2682	328	454
2683	348	454
2684	328	454
2685	348	454
2686	331	454
2687	329	454
2688	349	454
2689	349	454
2690	353	454
2691	327	454
2692	349	454
2693	328	454
2694	328	454
2695	354	454
2696	346	454
2697	328	454
2698	346	454
2699	329	454
2700	331	454
2701	354	454
2702	348	454
2703	354	454
2704	354	454
2705	348	454
2706	353	454
2707	329	454
2708	348	454
2709	353	454
2710	328	454
2711	341	454
2712	327	454
2713	348	454
2714	348	454
2715	328	454
2716	348	454
2717	328	454
2718	347	454
2719	353	454
2720	351	454
2721	347	454
2722	327	454
2723	347	454
2724	348	454
2725	348	454
2726	348	454
2727	329	454
2728	345	454
2729	354	454
2730	354	454
2731	348	454
2732	329	454
2733	330	454
2734	345	454
2735	328	454
2736	353	454
2737	330	454
2738	329	454
2739	329	454
2740	348	454
2741	352	454
2742	349	454
2743	354	454
2744	349	454
2745	328	454
2746	350	454
2747	353	454
2748	348	454
2749	347	454
2750	328	454
2751	355	454
2752	348	454
2753	328	454
2754	348	454
2755	331	454
2756	353	454
2757	329	454
2758	354	454
2759	354	454
2760	328	454
2761	330	454
2762	354	454
2763	348	454
2764	348	454
2765	326	454
2766	348	454
2767	346	454
2768	354	454
2769	347	454
2770	329	454
2771	349	454
2772	353	454
2773	348	454
2774	328	454
2775	348	454
2776	328	454
2777	348	454
2778	328	454
2779	329	454
2780	352	454
2781	348	454
2782	348	454
2783	353	454
2784	348	454
2785	345	454
2786	332	454
2787	342	454
2788	348	454
2789	330	454
2790	346	454
2791	348	454
2792	348	454
2793	353	454
2794	347	454
2795	349	454
2796	331	454
2797	348	454
2798	354	454
2799	346	454
2800	328	454
2801	349	454
2802	328	454
2803	353	454
2804	350	454
2805	348	454
2806	348	454
2807	328	454
2808	348	454
2809	347	454
2810	328	454
2811	348	454
2812	353	454
2813	348	454
2814	354	454
2815	349	454
2816	347	454
2817	329	454
2818	328	454
2819	347	454
2820	348	454
2821	330	454
2822	347	454
2823	328	454
2824	351	454
2825	353	454
2826	348	454
2827	347	454
2828	328	454
2829	346	454
2830	348	454
2831	329	454
2832	330	454
2833	329	454
2834	348	454
2835	346	454
2836	345	454
2837	346	454
2838	348	454
2839	348	454
2840	347	454
2841	347	454
2842	329	454
2843	328	454
2844	346	454
2845	331	454
2846	329	454
2847	328	454
2848	327	454
2849	348	454
2850	331	454
2851	349	454
2852	348	454
2853	354	454
2854	329	454
2855	328	454
2856	347	454
2857	348	454
2858	349	454
2859	349	454
2860	355	454
2861	328	454
2862	353	454
2863	342	454
2864	348	454
2865	328	454
2866	347	454
2867	348	454
2868	348	454
2869	347	454
2870	329	454
2871	327	454
2872	348	454
2873	353	454
2874	349	454
2875	353	454
2876	346	454
2877	347	454
2878	328	454
2879	327	454
2880	348	454
2881	329	454
2882	328	454
2883	329	454
2884	354	454
2885	349	454
2886	348	454
2887	349	454
2888	348	454
2889	344	454
2890	348	454
2891	352	454
2892	329	454
2893	350	454
2894	348	454
2895	330	454
2896	331	454
2897	330	454
2898	328	454
2899	328	454
2900	348	454
2901	348	454
2902	350	454
2903	347	454
2904	349	454
2905	348	454
2906	328	454
2907	327	454
2908	349	454
2909	348	454
2910	329	454
2911	348	454
2912	354	454
2913	348	454
2914	352	454
2915	353	454
2916	338	454
2917	328	454
2918	329	454
2919	354	454
2920	328	454
2921	353	454
2922	349	454
2923	348	454
2924	328	454
2925	355	454
2926	353	454
2927	331	454
2928	328	454
2929	348	454
2930	348	454
2931	347	454
2932	348	454
2933	327	454
2934	352	454
2935	329	454
2936	350	454
2937	330	454
2938	349	454
2939	347	454
2940	331	454
2941	347	454
2942	329	454
2943	329	454
2944	333	454
2945	348	454
2946	348	454
2947	326	454
2948	347	454
2949	348	454
2950	347	454
2951	328	454
2952	327	454
2953	348	454
2954	348	454
2955	349	454
2956	328	454
2957	355	454
2958	354	454
2959	330	454
2960	353	454
2961	340	454
2962	343	454
2963	335	454
2964	347	454
2965	331	454
2966	329	454
2967	330	454
2968	332	454
2969	329	454
2970	328	454
2971	354	454
2972	327	454
2973	328	454
2974	347	454
2975	328	454
2976	331	454
2977	345	454
2978	347	454
2979	332	454
2980	348	454
2981	348	454
2982	358	454
2983	352	454
2984	330	454
2985	329	454
2986	328	454
2987	348	454
2988	327	454
2989	348	454
2990	328	454
2991	331	454
2992	355	454
2993	328	454
2994	348	454
2995	348	454
2996	328	454
2997	353	454
2998	328	454
2999	348	454
3000	353	454
3001	351	454
3002	348	454
3003	349	454
3004	348	454
3005	327	454
3006	330	454
3007	329	454
3008	330	454
3009	328	454
3010	331	454
3011	331	454
3012	346	454
3013	346	454
3014	350	454
3015	329	454
3016	347	454
3017	329	454
3018	349	454
3019	346	454
3020	331	454
3021	328	454
3022	348	454
3023	327	454
3024	348	454
3025	328	454
3026	327	454
3027	347	454
3028	331	454
3029	332	454
3030	335	454
3031	348	454
3032	348	454
3033	346	454
3034	331	454
3035	330	454
3036	346	454
3037	353	454
3038	347	454
3039	347	454
3040	328	454
3041	328	454
3042	348	454
3043	348	454
3044	348	454
3045	329	454
3046	328	454
3047	346	454
3048	326	454
3049	348	454
3050	347	454
3051	347	454
3052	328	454
3053	347	454
3054	348	454
3055	350	454
3056	349	454
3057	347	454
3058	328	454
3059	327	454
3060	347	454
3061	354	454
3062	350	454
3063	348	454
3064	329	454
3065	353	454
3066	347	454
3067	329	454
3068	349	454
3069	349	454
3070	348	454
3071	328	454
3072	328	454
3073	353	454
3074	346	454
3075	329	454
3076	327	454
3077	327	454
3078	347	454
3079	349	454
3080	348	454
3081	1342	1370
3082	354	454
3083	328	454
3084	353	454
3085	347	454
3086	348	454
3087	346	454
3088	349	454
3089	354	454
3090	347	454
3091	329	454
3092	350	454
3093	331	454
3094	353	454
3095	347	454
3096	348	454
3097	350	454
3098	354	454
3099	348	454
3100	348	454
3101	328	454
3102	347	454
3103	354	454
3104	354	454
3105	346	454
3106	353	454
3107	348	454
3108	328	454
3109	353	454
3110	348	454
3111	325	454
3112	348	454
3113	331	454
3114	347	454
3115	328	454
3116	331	454
3117	348	454
3118	348	454
3119	353	454
3120	329	454
3121	349	454
3122	347	454
3123	328	454
3124	353	454
3125	352	454
3126	352	455
3127	331	454
3128	346	454
3129	328	454
3130	350	454
3131	328	454
3132	349	454
3133	348	454
3134	353	454
3135	348	454
3136	348	454
3137	348	454
3138	348	454
3139	353	454
3140	329	454
3141	351	454
3142	328	454
3143	351	454
3144	353	454
3145	346	454
3146	348	454
3147	328	454
3148	348	454
3149	332	454
3150	348	454
3151	348	454
3152	339	454
3153	348	454
3154	348	454
3155	329	454
3156	328	454
3157	328	454
3158	349	454
3159	348	454
3160	331	454
3161	328	454
3162	346	454
3163	347	454
3164	328	454
3165	348	454
3166	330	454
3167	348	454
3168	348	454
3169	346	454
3170	348	454
3171	329	454
3172	353	454
3173	347	454
3174	328	454
3175	330	454
3176	346	454
3177	328	454
3178	329	454
3179	331	454
3180	352	454
3181	348	454
3182	329	454
3183	354	454
3184	354	454
3185	327	454
3186	333	454
3187	348	454
3188	329	454
3189	353	454
3190	327	454
3191	328	454
3192	329	454
3193	347	454
3194	327	454
3195	348	454
3196	343	454
3197	330	454
3198	348	454
3199	348	454
3200	330	454
3201	348	454
3202	353	454
3203	348	454
3204	328	454
3205	327	454
3206	346	454
3207	330	454
3208	348	454
3209	353	454
3210	349	454
3211	331	454
3212	348	454
3213	332	454
3214	353	454
3215	329	454
3216	330	454
3217	347	454
3218	348	454
3219	354	454
3220	326	454
3221	348	454
3222	331	454
3223	331	454
3224	354	454
3225	348	454
3226	345	454
3227	347	454
3228	329	454
3229	331	454
3230	354	454
3231	347	454
3232	331	454
3233	328	454
3234	348	454
3235	350	454
3236	331	454
3237	348	454
3238	353	454
3239	330	454
3240	353	454
3241	348	454
3242	326	454
3243	348	454
3244	353	454
3245	348	454
3246	349	454
3247	348	454
3248	343	454
3249	348	454
