Total Sequences	3249
Alignment Model	Unspecified
Alignment Reference Sequence	(none)
All gap sequences	1
Average number of comparable positions	112
Average sequence length (model position only)	113

Sequence Id	Start position	End position
1002	346	454
1003	335	454
1004	328	454
1005	348	454
1006	354	454
1007	329	454
1008	353	454
1009	348	454
1010	354	454
1011	354	454
1012	348	454
1013	348	454
1014	328	454
1015	353	454
1016	353	454
1017	348	454
1018	354	454
1019	330	454
1020	354	454
1021	348	454
1022	348	454
1023	327	454
1024	329	454
1025	353	454
1026	349	454
1027	354	454
1028	354	454
1029	331	454
1030	328	454
1031	354	454
1032	329	454
1033	328	454
1034	348	454
1035	348	454
1036	353	454
1037	348	454
1038	329	454
1039	328	454
1040	343	454
1041	331	454
1042	330	454
1043	339	454
1044	330	454
1045	348	454
1046	328	454
1047	348	454
1048	348	454
1049	349	454
1050	328	454
1051	330	454
1052	354	454
1053	328	454
1054	330	454
1055	330	454
1056	331	454
1057	348	454
1058	353	454
1059	348	454
1060	353	454
1061	353	454
1062	356	454
1063	328	454
1064	329	454
1065	354	454
1066	349	454
1067	348	454
1068	329	454
1069	348	454
1070	348	454
1071	348	454
1072	348	454
1073	353	454
1074	348	454
1075	346	454
1076	350	454
1077	349	454
1078	347	454
1079	346	454
1080	348	454
1081	354	454
1082	353	454
1083	339	454
1084	348	454
1085	353	454
1086	354	454
1087	328	454
1088	330	454
1089	348	454
1090	354	454
1091	342	454
1092	344	454
1093	347	454
1094	353	454
1095	349	454
1096	329	454
1097	349	454
1098	348	454
1099	329	454
1100	353	454
1101	353	454
1102	348	454
1103	347	454
1104	346	454
1105	328	454
1106	347	454
1107	329	454
1108	354	454
1109	332	454
1110	348	454
1111	353	454
1112	353	454
1113	331	454
1114	354	454
1115	346	454
1116	348	454
1117	329	454
1118	353	454
1119	331	454
1120	329	454
1121	348	454
1122	348	454
1123	328	454
1124	348	454
1125	331	454
1126	329	454
1127	354	454
1128	328	454
1129	348	454
1130	330	454
1131	347	454
1132	354	454
1133	347	454
1134	353	454
1135	353	454
1136	329	454
1137	353	454
1138	353	454
1139	328	454
1140	330	454
1141	347	454
1142	330	454
1143	330	454
1144	348	454
1145	347	454
1146	328	454
1147	349	454
1148	348	454
1149	348	454
1150	345	454
1151	345	454
1152	329	454
1153	353	454
1154	354	454
1155	347	454
1156	347	454
1157	354	454
1158	349	454
1159	354	454
1160	328	454
1161	329	454
1162	348	454
1163	348	454
1164	331	454
1165	348	454
1166	331	454
1167	353	454
1168	348	454
1169	347	454
1170	330	454
1171	333	454
1172	329	454
1173	330	454
1174	354	454
1175	348	454
1176	348	454
1177	348	454
1178	351	454
1179	327	454
1180	354	454
1181	354	454
1182	353	454
1183	348	454
1184	343	454
1185	348	454
1186	354	454
1187	327	454
1188	331	454
1189	328	454
1190	346	454
1191	348	454
1192	330	454
1193	348	454
1194	347	454
1195	347	454
1196	345	454
1197	348	454
1198	353	454
1199	353	454
1200	347	454
1201	349	454
1202	347	454
1203	329	454
1204	348	454
1205	348	454
1206	327	454
1207	346	454
1208	348	454
1209	348	454
1210	1343	1370
1211	331	454
1212	331	454
1213	332	454
1214	348	454
1215	331	454
1216	350	454
1217	347	454
1218	338	454
1219	349	454
1220	353	454
1221	330	454
1222	349	454
1223	328	454
1224	329	454
1225	327	454
1226	330	454
1227	354	454
1228	345	454
1229	348	454
1230	343	454
1231	354	454
1232	348	454
1233	331	454
1234	331	454
1235	348	454
1236	353	454
1237	1342	1370
1238	348	454
1239	353	454
1240	353	454
1241	330	454
1242	347	454
1243	348	454
1244	348	454
1245	331	454
1246	328	454
1247	327	454
1248	353	454
1249	327	454
1250	348	454
1251	347	454
1252	331	454
1253	348	454
1254	348	454
1255	348	454
1256	328	454
1257	348	454
1258	326	454
1259	348	454
1260	348	454
1261	327	454
1262	347	454
1263	331	454
1264	348	454
1265	329	454
1266	348	454
1267	349	454
1268	348	454
1269	348	454
1270	353	454
1271	354	454
1272	348	454
1273	329	454
1274	353	454
1275	348	454
1276	353	454
1277	353	454
1278	353	454
1279	353	454
1280	330	454
1281	353	454
1282	348	454
1283	354	454
1284	328	454
1285	348	454
1286	329	454
1287	347	454
1288	328	454
1289	354	454
1290	330	454
1291	351	454
1292	343	454
1293	328	454
1294	328	454
1295	349	454
1296	349	454
1297	347	454
1298	348	454
1299	328	454
1300	347	454
1301	353	454
1302	346	454
1303	353	454
1304	349	454
1305	348	454
1306	348	454
1307	331	454
1308	348	454
1309	329	454
1310	328	454
1311	330	454
1312	331	454
1313	348	454
1314	347	454
1315	347	454
1316	348	454
1317	328	454
1318	328	454
1319	354	454
1320	354	454
1321	348	454
1322	353	454
1323	328	454
1324	354	454
1325	348	454
1326	348	454
1327	348	454
1328	348	454
1329	347	454
1330	348	454
1331	347	454
1332	348	454
1333	329	454
1334	328	454
1335	353	454
1336	349	454
1337	354	454
1338	326	454
1339	330	454
1340	353	454
1341	329	454
1342	347	454
1343	348	454
1344	350	454
1345	328	454
1346	348	454
1347	329	454
1348	353	454
1349	348	454
1350	348	454
1351	348	454
1352	354	454
1353	330	454
1354	328	454
1355	348	454
1356	354	454
1357	328	454
1358	350	454
1359	328	454
1360	347	454
1361	348	454
1362	328	454
1363	328	454
1364	348	454
1365	348	454
1366	354	454
1367	349	454
1368	348	454
1369	349	454
1370	348	454
1371	328	454
1372	347	454
1373	353	454
1374	349	454
1375	348	454
1376	351	454
1377	328	454
1378	348	454
1379	330	454
1380	345	454
1381	331	454
1382	353	454
1383	329	454
1384	328	454
1385	330	454
1386	328	454
1387	330	454
1388	348	454
1389	348	454
1390	329	454
1391	330	454
1392	329	454
1393	348	454
1394	329	454
1395	329	454
1396	347	454
1397	348	454
1398	348	454
1399	354	454
1400	348	454
1401	354	454
1402	330	454
1403	348	454
1404	330	454
1405	344	454
1406	328	454
1407	348	454
1408	1321	1370
1409	330	454
1410	342	454
1411	353	454
1412	328	454
1413	348	454
1414	329	454
1415	348	454
1416	328	454
1417	344	454
1418	348	454
1419	330	454
1420	328	454
1421	336	454
1422	348	454
1423	328	454
1424	354	454
1425	328	454
1426	353	454
1427	326	454
1428	347	454
1429	330	454
1430	353	454
1431	348	454
1432	349	454
1433	345	454
1434	353	454
1435	328	454
1436	347	454
1437	354	454
1438	330	454
1439	331	454
1440	348	454
1441	328	454
1442	328	454
1443	349	454
1444	348	454
1445	348	454
1446	353	454
1447	331	454
1448	347	454
1449	329	454
1450	332	454
1451	353	454
1452	348	454
1453	328	454
1454	353	454
1455	329	454
1456	348	454
1457	347	454
1458	328	454
1459	348	454
1460	331	454
1461	331	454
1462	348	454
1463	328	454
1464	348	454
1465	348	454
1466	350	454
1467	346	454
1468	353	454
1469	347	454
1470	353	454
1471	329	454
1472	328	454
1473	354	454
1474	348	454
1475	353	454
1476	330	454
1477	353	454
1478	348	454
1479	344	454
1480	348	454
1481	354	454
1482	348	454
1483	354	454
1484	344	454
1485	330	454
1486	354	454
1487	348	454
1488	331	454
1489	348	454
1490	328	454
1491	346	454
1492	349	454
1493	349	454
1494	348	454
1495	354	454
1496	327	454
1497	329	454
1498	353	454
1499	354	454
1500	348	454
1501	337	454
1502	328	454
1503	328	454
1504	347	454
1505	328	454
1506	329	454
1507	327	454
1508	348	454
1509	353	454
1510	348	454
1511	347	454
1512	348	454
1513	346	454
1514	348	454
1515	329	454
1516	327	454
1517	330	454
1518	332	454
1519	335	454
1520	328	454
1521	356	454
1522	348	454
1523	348	454
1524	329	454
1525	353	454
1526	347	454
1527	348	454
1528	327	454
1529	328	454
1530	347	454
1531	348	454
1532	347	454
1533	354	454
1534	347	454
1535	352	454
1536	328	454
1537	335	454
1538	331	454
1539	348	454
1540	331	454
1541	354	454
1542	349	454
1543	348	454
1544	348	454
1545	348	454
1546	347	454
1547	329	454
1548	348	454
1549	331	454
1550	353	454
1551	349	454
1552	329	454
1553	328	454
1554	347	454
1555	353	454
1556	349	454
1557	329	454
1558	347	454
1559	342	454
1560	348	454
1561	354	454
1562	347	454
1563	348	454
1564	345	454
1565	347	454
1566	347	454
1567	349	454
1568	347	454
1569	354	454
1570	347	454
1571	347	454
1572	349	454
1573	347	454
1574	349	454
1575	328	454
1576	353	454
1577	330	454
1578	349	454
1579	354	454
1580	342	454
1581	328	454
1582	348	454
1583	347	454
1584	345	454
1585	329	454
1586	330	454
1587	331	454
1588	329	454
1589	350	454
1590	347	454
1591	354	454
1592	330	454
1593	353	454
1594	343	454
1595	345	454
1596	349	454
1597	348	454
1598	347	454
1599	328	454
1600	352	454
1601	348	454
1602	348	454
1603	348	454
1604	354	454
1605	354	454
1606	347	454
1607	354	454
1608	330	454
1609	354	454
1610	348	454
1611	328	454
1612	353	454
1613	332	454
1614	353	454
1615	347	454
1616	349	454
1617	348	454
1618	354	454
1619	354	454
1620	348	454
1621	328	454
1622	354	454
1623	348	454
1624	346	454
1625	331	454
1626	354	454
1627	348	454
1628	348	454
1629	348	454
1630	353	454
1631	354	454
1632	330	454
1633	347	454
1634	348	454
1635	327	454
1636	342	454
1637	348	454
1638	328	454
1639	347	454
1640	335	454
1641	353	454
1642	354	454
1643	353	454
1644	329	454
1645	348	454
1646	329	454
1647	328	454
1648	328	454
1649	354	454
1650	354	454
1651	353	454
1652	328	454
1653	332	454
1654	327	454
1655	348	454
1656	329	454
1657	328	454
1658	329	454
1659	331	454
1660	329	454
1661	331	454
1662	328	454
1663	329	454
1664	330	454
1665	328	454
1666	348	454
1667	327	454
1668	349	454
1669	349	454
1670	331	454
1671	354	454
1672	344	454
1673	328	454
1674	354	454
1675	348	454
1676	327	454
1677	330	454
1678	348	454
1679	353	454
1680	354	454
1681	348	454
1682	342	454
1683	331	454
1684	328	454
1685	328	454
1686	342	454
1687	353	454
1688	350	454
1689	354	454
1690	354	454
1691	349	454
1692	346	454
1693	327	454
1694	349	454
1695	327	454
1696	349	454
1697	353	454
1698	337	454
1699	349	454
1700	351	454
1701	353	454
1702	331	454
1703	349	454
1704	353	454
1705	348	454
1706	328	454
1707	328	454
1708	331	454
1709	354	454
1710	336	454
1711	354	454
1712	329	454
1713	353	454
1714	330	454
1715	348	454
1716	327	454
1717	350	454
1718	343	454
1719	353	454
1720	347	454
1721	330	454
1722	353	454
1723	331	454
1724	348	454
1725	345	454
1726	348	454
1727	327	454
1728	348	454
1729	347	454
1730	347	454
1731	328	454
1732	346	454
1733	347	454
1734	330	454
1735	348	454
1736	347	454
1737	348	454
1738	332	454
1739	328	454
1740	329	454
1741	329	454
1742	348	454
1743	328	454
1744	348	454
1745	347	454
1746	329	454
1747	348	454
1748	331	454
1749	330	454
1750	347	454
1751	342	454
1752	328	454
1753	348	454
1754	348	454
1755	347	454
1756	353	454
1757	348	454
1758	348	454
1759	346	454
1760	348	454
1761	327	454
1762	353	454
1763	347	454
1764	348	454
1765	348	454
1766	347	454
1767	327	454
1768	328	454
1769	348	454
1770	348	454
1771	353	454
1772	348	454
1773	353	454
1774	328	454
1775	346	454
1776	353	454
1777	348	454
1778	331	454
1779	328	454
1780	331	454
1781	331	454
1782	345	454
1783	347	454
1784	352	454
1785	348	454
1786	353	454
1787	346	454
1788	348	454
1789	328	454
1790	328	454
1791	331	454
1792	354	454
1793	348	454
1794	328	454
1795	331	454
1796	329	454
1797	353	454
1798	328	454
1799	328	454
1800	328	454
1801	348	454
1802	328	454
1803	348	454
1804	328	454
1805	348	454
1806	343	454
1807	328	454
1808	345	454
1809	331	454
1810	353	454
1811	353	454
1812	348	454
1813	348	454
1814	331	454
1815	328	454
1816	328	454
1817	344	454
1818	348	454
1819	353	454
1820	324	454
1821	330	454
1822	353	454
1823	346	454
1824	328	454
1825	354	454
1826	331	454
1827	342	454
1828	348	454
1829	331	454
1830	328	454
1831	353	454
1832	328	454
1833	349	454
1834	328	454
1835	348	454
1836	353	454
1837	347	454
1838	329	454
1839	348	454
1840	349	454
1841	347	454
1842	349	454
1843	331	454
1844	348	454
1845	330	454
1846	348	454
1847	348	454
1848	348	454
1849	328	454
1850	348	454
1851	348	454
1852	330	454
1853	349	454
1854	354	454
1855	354	454
1856	328	454
1857	330	454
1858	349	454
1859	331	454
1860	331	454
1861	353	454
1862	350	454
1863	327	454
1864	348	454
1865	328	454
1866	354	454
1867	348	454
1868	354	454
1869	351	454
1870	328	454
1871	328	454
1872	328	454
1873	348	454
1874	347	454
1875	327	454
1876	347	454
1877	348	454
1878	354	454
1879	332	454
1880	328	454
1881	348	454
1882	328	454
1883	330	454
1884	329	454
1885	353	454
1886	347	454
1887	329	454
1888	328	454
1889	344	454
1890	330	454
1891	347	454
1892	344	454
1893	348	454
1894	346	454
1895	348	454
1896	325	454
1897	346	454
1898	348	454
1899	348	454
1900	329	454
1901	347	454
1902	348	454
1903	353	454
1904	327	454
1905	347	454
1906	328	454
1907	348	454
1908	349	454
1909	354	454
1910	328	454
1911	348	454
1912	330	454
1913	328	454
1914	349	454
1915	329	454
1916	347	454
1917	348	454
1918	348	454
1919	353	454
1920	353	454
1921	353	454
1922	330	454
1923	349	454
1924	349	454
1925	348	454
1926	348	454
1927	328	454
1928	330	454
1929	329	454
1930	330	454
1931	349	454
1932	353	454
1933	348	454
1934	328	454
1935	353	454
1936	328	454
1937	329	454
1938	329	454
1939	348	454
1940	328	454
1941	347	454
1942	351	454
1943	348	454
1944	347	454
1945	350	454
1946	331	454
1947	347	454
1948	354	454
1949	348	454
1950	342	454
1951	346	454
1952	328	454
1953	354	454
1954	327	454
1955	354	454
1956	353	454
1957	347	454
1958	348	454
1959	348	454
1960	353	454
1961	330	454
1962	328	454
1963	348	454
1964	331	454
1965	328	454
1966	347	454
1967	330	454
1968	347	454
1969	347	454
1970	348	454
1971	353	454
1972	354	454
1973	353	454
1974	346	454
1975	350	454
1976	328	454
1977	348	454
1978	346	454
1979	354	454
1980	328	454
1981	348	454
1982	328	454
1983	349	454
1984	348	454
1985	347	454
1986	329	454
1987	328	454
1988	347	454
1989	348	454
1990	348	454
1991	354	454
1992	354	454
1993	348	454
1994	348	454
1995	331	454
1996	348	454
1997	354	454
1998	328	454
1999	354	454
2000	352	454
2001	353	454
2002	348	454
2003	353	454
2004	1323	1370
2005	347	454
2006	353	454
2007	330	454
2008	331	454
2009	348	454
2010	348	454
2011	353	454
2012	328	454
2013	344	454
2014	354	454
2015	333	454
2016	347	454
2017	347	454
2018	350	454
2019	347	454
2020	349	454
2021	328	454
2022	348	454
2023	329	454
2024	348	454
2025	328	454
2026	354	454
2027	328	454
2028	354	454
2029	329	454
2030	329	454
2031	329	454
2032	328	454
2033	353	454
2034	353	454
2035	329	454
2036	349	454
2037	348	454
2038	347	454
2039	327	454
2040	353	454
2041	354	454
2042	342	454
2043	349	454
2044	329	454
2045	348	454
2046	329	454
2047	353	454
2048	330	454
2049	330	454
2050	348	454
2051	347	454
2052	348	454
2053	348	454
2054	348	454
2055	348	454
2056	348	454
2057	355	454
2058	327	454
2059	327	454
2060	354	454
2061	353	454
2062	328	454
2063	348	454
2064	330	454
2065	328	454
2066	348	454
2067	348	454
2068	348	454
2069	353	454
2070	331	454
2071	348	454
2072	353	454
2073	349	454
2074	348	454
2075	328	454
2076	347	454
2077	354	454
2078	330	454
2079	328	454
2080	346	454
2081	349	454
2082	328	454
2083	345	454
2084	353	454
2085	353	454
2086	354	454
2087	354	454
2088	326	454
2089	353	454
